product_id,name,description,price,category,stock,created_at,updated_at,status,rating
"92","Second Massager","High-quality second massager. Perfect for everyday use.","230.54","health","215","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","1.74"
"93","National Face Mask","High-quality national face mask. Perfect for everyday use.","161.33","beauty","126","2025-02-21 16:55:10","2025-02-21 16:55:10","active","4.23"
"94","Me Pasta","High-quality me pasta. Perfect for everyday use.","155.71","grocery","27","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","1.22"
"95","Bit Snack Bar","High-quality bit snack bar. Perfect for everyday use.","100.89","grocery","387","2025-02-21 16:55:10","2025-02-21 16:55:10","active","1.65"
"96","As Blender","High-quality as blender. Perfect for everyday use.","399.86","home_kitchen","33","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","4.78"
"97","Employee Smart Camera","High-quality employee smart camera. Perfect for everyday use.","339.17","electronics","115","2025-02-21 16:55:10","2025-02-21 16:55:10","active","0.15"
"98","Book: Optimized even-keeled groupware","High-quality book: optimized even-keeled groupware. Perfect for everyday use.","931.55","books","162","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","3.68"
"99","Book: Multi-channeled optimal support","High-quality book: multi-channeled optimal support. Perfect for everyday use.","458.12","books","398","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","3.85"
"100","Book: Ameliorated systematic definition","High-quality book: ameliorated systematic definition. Perfect for everyday use.","810.29","books","495","2025-02-21 16:55:10","2025-02-21 16:55:10","active","1.88"
"101","Something Smart Camera","High-quality something smart camera. Perfect for everyday use.","97.10","electronics","89","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","4.16"
"102","Tax Jeans","High-quality tax jeans. Perfect for everyday use.","569.57","clothing","289","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","1.69"
"103","Book: Balanced grid-enabled definition","High-quality book: balanced grid-enabled definition. Perfect for everyday use.","528.88","books","237","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","2.72"
"104","Through Tire Pump","High-quality through tire pump. Perfect for everyday use.","701.01","automotive","382","2025-02-21 16:55:10","2025-02-21 16:55:10","active","2.70"
"105","Skill First Aid Kit","High-quality skill first aid kit. Perfect for everyday use.","548.06","health","315","2025-02-21 16:55:10","2025-02-21 16:55:10","inactive","0.98"
"106","Natural Yoga Mat","High-quality natural yoga mat. Perfect for everyday use.","11.44","sports_outdoors","338","2025-02-21 16:55:11","2025-02-21 16:55:11","active","1.94"
"107","Player Blender","High-quality player blender. Perfect for everyday use.","434.81","home_kitchen","482","2025-02-21 16:55:11","2025-02-21 16:55:11","inactive","3.52"
"108","Eight Running Shoes","High-quality eight running shoes. Perfect for everyday use.","39.99","sports_outdoors","204","2025-02-21 16:55:11","2025-02-21 16:55:11","active","4.65"
"109","Eight Tent","High-quality eight tent. Perfect for everyday use.","107.02","sports_outdoors","231","2025-02-21 16:55:11","2025-02-21 16:55:11","inactive","0.11"
"110","Mean Action Figure","High-quality mean action figure. Perfect for everyday use.","131.32","toys_games","351","2025-02-21 16:55:11","2025-02-21 16:55:11","active","1.07"
"111","Change Massager","High-quality change massager. Perfect for everyday use.","848.11","health","69","2025-02-21 16:55:11","2025-02-21 16:55:11","active","4.52"
"112","Thank Bicycle","High-quality thank bicycle. Perfect for everyday use.","156.14","sports_outdoors","489","2025-02-21 16:55:11","2025-02-21 16:55:11","inactive","3.50"
"113","See Tent","High-quality see tent. Perfect for everyday use.","553.77","sports_outdoors","128","2025-02-21 16:55:11","2025-02-21 16:55:11","inactive","3.17"
"114","Every Jacket","High-quality every jacket. Perfect for everyday use.","773.34","clothing","443","2025-02-21 16:55:11","2025-02-21 16:55:11","inactive","3.00"
"115","Ahead Car Wax","High-quality ahead car wax. Perfect for everyday use.","934.24","automotive","473","2025-02-21 16:55:11","2025-02-21 16:55:11","inactive","0.69"
"116","Official Smart Phone","High-quality official smart phone. Perfect for everyday use.","377.85","electronics","265","2025-02-21 16:55:11","2025-02-21 16:55:11","active","2.78"
"117","Marriage Lipstick","High-quality marriage lipstick. Perfect for everyday use.","517.12","beauty","281","2025-02-21 16:55:11","2025-02-21 16:55:11","active","2.70"
"118","Name Pasta","High-quality name pasta. Perfect for everyday use.","695.09","grocery","72","2025-02-21 16:55:11","2025-02-21 16:55:11","active","1.74"
"119","Go Olive Oil","High-quality go olive oil. Perfect for everyday use.","967.55","grocery","169","2025-02-21 16:55:11","2025-02-21 16:55:11","active","1.40"
"120","May Tire Pump","High-quality may tire pump. Perfect for everyday use.","861.51","automotive","210","2025-02-21 16:55:11","2025-02-21 16:55:11","active","1.77"
"121","Early Face Mask","High-quality early face mask. Perfect for everyday use.","866.22","beauty","282","2025-02-21 16:55:11","2025-02-21 16:55:11","active","4.65"
"122","Those Snack Bar","High-quality those snack bar. Perfect for everyday use.","283.36","grocery","371","2025-02-21 16:55:12","2025-02-21 16:55:12","active","3.37"
"123","Often Bicycle","High-quality often bicycle. Perfect for everyday use.","323.24","sports_outdoors","76","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","0.78"
"124","Senior LEGO Set","High-quality senior lego set. Perfect for everyday use.","763.69","toys_games","346","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","3.71"
"125","Ability First Aid Kit","High-quality ability first aid kit. Perfect for everyday use.","651.55","health","486","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","3.05"
"126","Just Yoga Mat","High-quality just yoga mat. Perfect for everyday use.","533.50","sports_outdoors","311","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","2.69"
"127","Itself Olive Oil","High-quality itself olive oil. Perfect for everyday use.","512.52","grocery","420","2025-02-21 16:55:12","2025-02-21 16:55:12","active","2.78"
"128","Movie Seat Cover","High-quality movie seat cover. Perfect for everyday use.","552.74","automotive","192","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","3.49"
"129","Special Smart Speaker","High-quality special smart speaker. Perfect for everyday use.","664.49","electronics","439","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","0.54"
"130","Book: Grass-roots high-level attitude","High-quality book: grass-roots high-level attitude. Perfect for everyday use.","489.89","books","36","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","4.40"
"131","Recently Blender","High-quality recently blender. Perfect for everyday use.","948.77","home_kitchen","487","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","2.86"
"132","Mention Action Figure","High-quality mention action figure. Perfect for everyday use.","583.97","toys_games","319","2025-02-21 16:55:12","2025-02-21 16:55:12","active","3.26"
"133","Quickly Puzzle","High-quality quickly puzzle. Perfect for everyday use.","340.14","toys_games","491","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","3.28"
"134","Expect Face Mask","High-quality expect face mask. Perfect for everyday use.","736.14","beauty","402","2025-02-21 16:55:12","2025-02-21 16:55:12","active","4.57"
"135","Discussion Smart Watch","High-quality discussion smart watch. Perfect for everyday use.","195.11","electronics","1","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","2.39"
"136","Case Car Wax","High-quality case car wax. Perfect for everyday use.","829.29","automotive","329","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","4.93"
"137","Race Tire Pump","High-quality race tire pump. Perfect for everyday use.","884.69","automotive","402","2025-02-21 16:55:12","2025-02-21 16:55:12","inactive","0.99"
"138","Pick Action Figure","High-quality pick action figure. Perfect for everyday use.","222.06","toys_games","61","2025-02-21 16:55:13","2025-02-21 16:55:13","inactive","4.16"
"139","Happy Bicycle","High-quality happy bicycle. Perfect for everyday use.","775.60","sports_outdoors","155","2025-02-21 16:55:13","2025-02-21 16:55:13","active","3.76"
"140","Go Running Shoes","High-quality go running shoes. Perfect for everyday use.","93.13","sports_outdoors","464","2025-02-21 16:55:13","2025-02-21 16:55:13","active","3.64"
"141","Girl Car Wax","High-quality girl car wax. Perfect for everyday use.","328.44","automotive","342","2025-02-21 16:55:13","2025-02-21 16:55:13","active","2.56"
"142","Respond Blender","High-quality respond blender. Perfect for everyday use.","968.33","home_kitchen","87","2025-02-21 16:55:13","2025-02-21 16:55:13","active","4.11"
"143","Bad Vitamin","High-quality bad vitamin. Perfect for everyday use.","332.93","health","467","2025-02-21 16:55:13","2025-02-21 16:55:13","active","0.28"
"144","Music First Aid Kit","High-quality music first aid kit. Perfect for everyday use.","652.29","health","213","2025-02-21 16:55:13","2025-02-21 16:55:13","inactive","3.35"
"145","Book: Devolved mobile success","High-quality book: devolved mobile success. Perfect for everyday use.","271.46","books","487","2025-02-21 16:55:13","2025-02-21 16:55:13","active","2.08"
"146","Article Air Fryer","High-quality article air fryer. Perfect for everyday use.","272.26","home_kitchen","112","2025-02-21 16:55:13","2025-02-21 16:55:13","inactive","4.97"
"147","Television Yoga Mat","High-quality television yoga mat. Perfect for everyday use.","34.65","sports_outdoors","200","2025-02-21 16:55:13","2025-02-21 16:55:13","inactive","0.32"
"148","Network Lipstick","High-quality network lipstick. Perfect for everyday use.","686.57","beauty","214","2025-02-21 16:55:13","2025-02-21 16:55:13","inactive","3.70"
"149","Feeling Bicycle","High-quality feeling bicycle. Perfect for everyday use.","556.17","sports_outdoors","105","2025-02-21 16:55:13","2025-02-21 16:55:13","active","0.88"
"150","Book: Enhanced upward-trending contingency","High-quality book: enhanced upward-trending contingency. Perfect for everyday use.","133.46","books","7","2025-02-21 16:55:13","2025-02-21 16:55:13","active","2.59"
"151","Safe Tire Pump","High-quality safe tire pump. Perfect for everyday use.","265.69","automotive","64","2025-02-21 16:55:13","2025-02-21 16:55:13","active","1.02"
"152","Share Snack Bar","High-quality share snack bar. Perfect for everyday use.","783.14","grocery","277","2025-02-21 16:55:13","2025-02-21 16:55:13","inactive","0.06"
"153","Reflect Tent","High-quality reflect tent. Perfect for everyday use.","619.10","sports_outdoors","436","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","4.45"
"154","Card Coffee","High-quality card coffee. Perfect for everyday use.","706.57","grocery","27","2025-02-21 16:55:14","2025-02-21 16:55:14","active","1.91"
"155","Tax Smart Watch","High-quality tax smart watch. Perfect for everyday use.","853.16","electronics","303","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","0.71"
"156","He Action Figure","High-quality he action figure. Perfect for everyday use.","465.30","toys_games","325","2025-02-21 16:55:14","2025-02-21 16:55:14","active","1.81"
"157","Sell Coffee","High-quality sell coffee. Perfect for everyday use.","755.38","grocery","235","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","1.23"
"158","Summer Air Fryer","High-quality summer air fryer. Perfect for everyday use.","241.96","home_kitchen","474","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","0.93"
"159","Network Jump Starter","High-quality network jump starter. Perfect for everyday use.","319.26","automotive","99","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","4.19"
"160","Book: Balanced executive installation","High-quality book: balanced executive installation. Perfect for everyday use.","50.89","books","357","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","0.58"
"161","Staff Lipstick","High-quality staff lipstick. Perfect for everyday use.","187.62","beauty","433","2025-02-21 16:55:14","2025-02-21 16:55:14","active","3.48"
"162","Who First Aid Kit","High-quality who first aid kit. Perfect for everyday use.","618.47","health","6","2025-02-21 16:55:14","2025-02-21 16:55:14","active","3.61"
"163","Apply Jeans","High-quality apply jeans. Perfect for everyday use.","371.65","clothing","45","2025-02-21 16:55:14","2025-02-21 16:55:14","active","0.46"
"164","Community Snack Bar","High-quality community snack bar. Perfect for everyday use.","284.96","grocery","77","2025-02-21 16:55:14","2025-02-21 16:55:14","active","1.69"
"165","Economic Tent","High-quality economic tent. Perfect for everyday use.","402.21","sports_outdoors","86","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","2.98"
"166","American Massager","High-quality american massager. Perfect for everyday use.","115.47","health","336","2025-02-21 16:55:14","2025-02-21 16:55:14","inactive","4.16"
"167","Current Lipstick","High-quality current lipstick. Perfect for everyday use.","783.61","beauty","317","2025-02-21 16:55:14","2025-02-21 16:55:14","active","4.57"
"168","List Dress","High-quality list dress. Perfect for everyday use.","549.92","clothing","50","2025-02-21 16:55:14","2025-02-21 16:55:14","active","3.67"
"169","Condition Dress","High-quality condition dress. Perfect for everyday use.","962.38","clothing","246","2025-02-21 16:55:15","2025-02-21 16:55:15","active","3.03"
"170","Long Coffee","High-quality long coffee. Perfect for everyday use.","925.82","grocery","379","2025-02-21 16:55:15","2025-02-21 16:55:15","inactive","3.15"
"171","Improve First Aid Kit","High-quality improve first aid kit. Perfect for everyday use.","989.07","health","315","2025-02-21 16:55:15","2025-02-21 16:55:15","inactive","1.19"
"172","Sense Smart Phone","High-quality sense smart phone. Perfect for everyday use.","766.55","electronics","123","2025-02-21 16:55:15","2025-02-21 16:55:15","active","1.34"
"173","The Smart Speaker","High-quality the smart speaker. Perfect for everyday use.","376.41","electronics","39","2025-02-21 16:55:15","2025-02-21 16:55:15","active","4.07"
"174","May Board Game","High-quality may board game. Perfect for everyday use.","808.12","toys_games","459","2025-02-21 16:55:15","2025-02-21 16:55:15","inactive","4.08"
"175","Close Olive Oil","High-quality close olive oil. Perfect for everyday use.","42.60","grocery","498","2025-02-21 16:55:15","2025-02-21 16:55:15","active","2.27"
"176","Stock Bicycle","High-quality stock bicycle. Perfect for everyday use.","871.33","sports_outdoors","165","2025-02-21 16:55:15","2025-02-21 16:55:15","active","3.73"
"177","Guess Smart Speaker","High-quality guess smart speaker. Perfect for everyday use.","812.89","electronics","173","2025-02-21 16:55:15","2025-02-21 16:55:15","active","4.79"
"178","Only Action Figure","High-quality only action figure. Perfect for everyday use.","370.72","toys_games","313","2025-02-21 16:55:15","2025-02-21 16:55:15","inactive","3.39"
